ID,Time,lat,lon,alt_AGL_ft,speed_kts,heading_deg,dh_fpm,alt_MSL_ft
67,0,0,0,1461.02830923604,35.4011062195482,0,0,1461.02830923721
67,1,0.00016469166186203,0,1461.02830923604,35.4011062195482,0,0,1461.0283951126
67,2,0.000329383323721311,0,1461.02830923604,35.4011062195482,0,0,1461.0286527276
67,3,0.000494074985575095,0,1461.02830923604,35.4011062195482,0,0,1461.02908210084
67,4,0.000658766647420633,0,1461.02830923604,35.4011062195482,0,0,1461.02968320996
67,5,0.000823458309255176,0,1461.02830923604,35.4011062195482,0,0,1461.03045607358
67,6,0.000988149971075974,0,1461.02830923604,35.4011062195482,0,0,1461.03140068054
67,7,0.00115284163288028,0,1461.02830923604,35.4011062195482,0,0,1461.03251703829
67,8,0.00131753329466535,0,1461.02830923604,35.4011062195482,0,0,1461.03380514309
67,9,0.00148222495642842,0,1461.02830923604,35.4011062195482,0,0,1461.03526499495
67,10,0.00164691661816675,0,1461.02830923604,35.4011062195482,0,0,1461.03689658642
67,11,0.0018116082798776,0,1461.02830923604,35.4011062195482,0,0,1461.0386999324
67,12,0.00197629994155821,0,1461.02830923604,35.4011062195482,0,0,1461.04067502171
67,13,0.00214099160320583,0,1461.02830923604,35.4011062195482,0,0,1461.0428218618
67,14,0.00230568326481772,0,1461.02830923604,35.4011062195482,0,0,1461.04514044523
67,15,0.00247037492639113,0,1461.02830923604,35.4011062195482,0,0,1461.04763077945
67,16,0.00263506658792331,0,1461.02830923604,35.4011062195482,0,0,1461.05029286072
67,17,0.00279975824941151,0,1461.02830923604,35.4011062195482,0,0,1461.05312668532
67,18,0.00296444991085297,0,1461.02830923604,35.4011062195482,0,0,1461.05613225698
67,19,0.00312914157224496,0,1461.02830923604,35.4011062195482,0,0,1461.05930958316
67,20,0.00329383323358472,0,1461.02830923604,35.4011062195482,0,0,1461.06265864894
67,21,0.00345852489486951,0,1461.02830923604,35.4011062195482,0,0,1461.06617946178
67,22,0.00362321655609657,0,1461.02830923604,35.4011062195482,0,0,1461.0698720254
67,23,0.00378790821726316,0,1461.02830923604,35.4011062195482,0,0,1461.07373633236
67,24,0.00395259987836653,0,1461.02830923604,35.4011062195482,0,0,1461.07777238637
67,25,0.00411729153940393,0,1461.02830923604,35.4011062195482,0,0,1461.08198018745
67,26,0.00428198320037261,0,1461.02830923604,35.4011062195482,0,0,1461.08635974303
67,27,0.00444667486126982,0,1461.02830923604,35.4011062195482,0,0,1461.09091103822
67,28,0.00461136652209281,0,1461.02830923604,35.4011062195482,0,0,1461.09563408419
67,29,0.00477605818283884,0,1461.02830923604,35.4011062195482,0,0,1461.1005288735
67,30,0.00494074984350515,0,1461.02830923604,35.4011062195482,0,0,1461.10559540987
67,31,0.005105441504089,0,1461.02830923604,35.4011062195482,0,0,1461.11083369702
67,32,0.00527013316458764,0,1461.02830923604,35.4011062195482,0,0,1461.11624372751
67,33,0.00543482482499832,0,1461.02830923604,35.4011062195482,0,0,1461.12182550505
67,34,0.00559951648531829,0,1461.02830923604,35.4011062195482,0,0,1461.1275790371
67,35,0.0057642081455448,0,1461.02830923604,35.4011062195482,0,0,1461.13350430876
67,36,0.00592889980567511,0,1461.02830923604,35.4011062195482,0,0,1461.13960132748
67,37,0.00609359146570647,0,1461.02830923604,35.4011062195482,0,0,1461.14587009326
67,38,0.00625828312563612,0,1461.02830923604,35.4011062195482,0,0,1461.15231060982
67,39,0.00642297478546131,0,1461.02830923604,35.4011062195482,0,0,1461.15892287344
67,40,0.0065876664451793,0,1461.02830923604,35.4011062195482,0,0,1461.16570688039
67,41,0.00675235810478735,0,1461.02830923604,35.4011062195482,0,0,1461.1726626344
67,42,0.00691704976428269,0,1461.02830923604,35.4011062195482,0,0,1461.1797901392
67,43,0.00708174142366259,0,1461.02830923604,35.4978659547827,0,0,1461.18708938733
