ID,Time,lat,lon,alt_AGL_ft,speed_kts,heading_deg,dh_fpm,alt_MSL_ft
87,0,0,0,1095.92711957376,86.9526537373,0,509.370143725955,1095.92711957544
87,1,0.000403847346730223,0,1104.4166219692,86.9526537373,0,509.370143725955,1104.41713831946
87,2,0.000807694363547956,0,1112.90612436463,86.9526537373,0,509.370143725955,1112.90818975493
87,3,0.00121154105041307,0,1121.39562676006,86.9526537373,0,509.370143725955,1121.40027389303
87,4,0.00161538740728545,0,1129.88512915549,86.9526537373,0,509.370143725955,1129.89339072257
87,5,0.00201923343412497,0,1138.37463155093,86.9526537373,0,509.370143725955,1138.38754024357
87,6,0.00242307913089149,0,1146.86413394636,86.9526537373,0,509.370143725955,1146.88272246346
87,7,0.0028269244975449,0,1155.35363634179,86.9526537373,0,509.370143725955,1155.37893736735
87,8,0.00323076953404508,0,1163.84313873722,86.9526537373,0,509.370143725955,1163.87618495896
87,9,0.00363461424035188,0,1172.33264113266,86.9526537373,0,509.370143725955,1172.37446524203
87,10,0.0040384586164252,0,1180.82214352809,86.9526537373,0,509.370143725955,1180.87377820909
87,11,0.00444230266222491,0,1189.31164592352,86.9526537373,0,509.370143725955,1189.37412386388
87,12,0.00484614637771089,0,1197.80114831895,86.9526537373,0,509.370143725955,1197.87550219893
87,13,0.005249989762843,0,1206.29065071438,86.9526537373,0,509.370143725955,1206.37791321799
87,14,0.00565383281758113,0,1214.78015310982,86.9526537373,0,509.370143725955,1214.88135692105
87,15,0.00605767554188516,0,1223.26965550525,86.9526537373,0,509.370143725955,1223.38583329692
87,16,0.00646151793571496,0,1231.75915790068,86.9526537373,0,509.370143725955,1231.89134236053
87,17,0.00686535999903041,0,1240.24866029611,86.9526537373,0,463.334708579721,1240.39788409695
87,18,0.00726960305685014,0,1245.55273144865,86.9526537373,0,305.322815041857,1245.72004571557
87,19,0.00767387989839549,0,1250.64148830863,86.9526537373,0,305.325700105398,1250.82792941853
87,20,0.00807815654076737,0,1255.73024997706,86.9526537373,0,305.325700105398,1255.93685283139
87,21,0.00848243298438679,0,1260.81901164548,86.9526537373,0,305.325700105398,1261.04681114852
87,22,0.00888670922921325,0,1265.9077733139,86.9526537373,0,305.325700105398,1266.15780436248
87,23,0.00929098527520621,0,1270.99653498233,86.9526537373,0,305.325700105398,1271.26983247697
87,24,0.00969526112232518,0,1276.08529665075,86.9526537373,0,305.325700105398,1276.38289549202
87,25,0.0100995367705296,0,1281.17405831918,86.9526537373,0,305.325700105398,1281.49699340761
